Education,Has_Partner,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Spent,Spending_Ratio,Children_Home,Customer_Tenure_Days
2n Cycle,1,57247,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,62,232,0.0040526141107830975,1,325
Master,0,22944,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,33,76,0.003312412831241283,1,188
2n Cycle,1,25315,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,37,54,0.002133122654552637,1,234
Graduation,0,43638,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,45,201,0.0046060772721022965,1,692
PhD,0,42710,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,30,406,0.009505970498712246,1,578
PhD,1,84169,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,32,1919,0.02279936793831458,0,326
Graduation,1,54058,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,38,662,0.0122461060342595,1,390
2n Cycle,1,24683,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,24,41,0.0016610622695782523,1,113
Graduation,0,85620,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,50,1600,0.01868722261153936,0,173
Graduation,1,47850,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,34,134,0.002800417972831766,1,208
Graduation,1,19514,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,46,69,0.0035359229271292405,2,154
Master,1,27159,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,41,21,0.0007732243455208218,2,92
2n Cycle,0,39548,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,51,54,0.0013654293516739153,2,90
Graduation,0,21474,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,25,91,0.004237682779174816,1,82
PhD,0,60504,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,43,526,0.00869364008991141,1,142
Graduation,1,22419,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,51,162,0.0072260136491368926,0,437
Master,1,81698,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,65,1008,0.012338123332272516,0,235
Graduation,1,43462,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,62,240,0.005522065252404399,2,655
PhD,0,54880,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,36,795,0.014486151603498542,1,485
Graduation,1,79908,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,32,1772,0.022175501827101166,0,450
2n Cycle,1,15315,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,44,64,0.004178909565785178,0,330
Graduation,1,87771,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,55,1957,0.022296658349568763,1,403
Graduation,1,33039,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,36,78,0.002360846272586943,1,293
Graduation,0,81741,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,34,1572,0.01923147502477337,0,378
Master,1,71499,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,43,795,0.011119036629882936,1,369
2n Cycle,1,62466,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,44,889,0.01423174206768482,1,165
PhD,0,48799,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,51,331,0.006782925879628681,1,236
PhD,1,52157,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,64,265,0.005080813697106812,1,22
Graduation,0,66565,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,52,1065,0.015999399083602494,1,571
Master,1,29298,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,63,11,0.00037545224930029354,2,295
Graduation,0,47691,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,35,21,0.00044033465433729633,1,359
Graduation,1,38200,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,44,17,0.0004450261780104712,2,569
Graduation,1,44989,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,40,369,0.008202004934539554,1,655
PhD,1,38443,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,46,38,0.0009884764456468019,2,153
2n Cycle,0,38593,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,36,177,0.004586323944756821,1,289
PhD,1,64413,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,44,279,0.00433142378091379,1,332
Master,1,36959,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,33,62,0.0016775345653291486,1,270
PhD,1,61996,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,37,1230,0.01983998967675334,1,514
Graduation,1,51287,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,46,182,0.003548657554545986,2,89
Graduation,1,13260,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,44,49,0.0036953242835595776,2,310
PhD,1,47472,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,48,75,0.0015798786653185035,2,286
Master,1,54603,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,58,227,0.004157280735490724,2,355
PhD,1,45207,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,40,215,0.0047559006348574335,2,596
Graduation,1,40689,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,63,444,0.010912040109120402,1,468
2n Cycle,1,47821,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,47,47,0.0009828318102925494,2,252
Master,1,27450,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,63,143,0.0052094717668488165,0,440
Graduation,1,39453,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,31,55,0.0013940638227764681,1,87
2n Cycle,1,26850,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,43,63,0.0023463687150837987,2,72
Graduation,0,79800,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,59,1867,0.02339598997493734,0,644
Master,1,61794,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,53,611,0.00988769136162087,1,288
Graduation,1,53863,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,59,473,0.008781538347288492,1,43
Graduation,1,24221,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,55,55,0.0022707567813054787,0,313
PhD,0,39684,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,30,81,0.002041124886604173,1,625
Master,1,92163,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,39,2086,0.02263381183338216,0,564
Master,0,69882,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,49,1478,0.0211499384677027,0,231
Graduation,1,33178,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,37,49,0.0014768822713846525,1,150
PhD,1,59973,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,42,382,0.0063695329564970905,0,291
Master,1,17459,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,39,69,0.0039521163869637435,1,283
Graduation,0,23910,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,45,67,0.0028021748222501045,1,611
Master,1,42169,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,45,30,0.0007114230833076431,2,253
2n Cycle,1,26224,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,36,63,0.002402379499694936,1,390
Graduation,1,31089,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,33,79,0.002541091704461385,1,681
Graduation,0,30081,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,53,42,0.0013962301785180014,1,493
Graduation,1,62807,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,54,819,0.013039947776521725,1,667
Graduation,0,72906,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,59,1151,0.015787452335884564,0,285
PhD,1,61467,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,66,594,0.009663721997169212,2,567
Master,1,49618,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,48,129,0.002599862952960619,2,519
Master,0,21888,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,28,213,0.009731359649122808,1,547
Graduation,0,42429,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,41,67,0.0015791086285323716,1,138
Graduation,0,26150,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,58,28,0.0010707456978967496,3,475
Basic,1,30801,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,39,45,0.0014609915262491478,1,611
Graduation,1,81168,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,49,1193,0.014697910506603587,0,53
Master,0,26877,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,45,268,0.009971350969230196,0,314
Master,0,45006,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,70,266,0.005910323068035373,0,346
Basic,1,18978,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,41,37,0.0019496258826009064,1,565
Graduation,1,22574,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,47,37,0.0016390537786834412,3,244
PhD,0,48240,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,45,882,0.01828358208955224,0,597
Graduation,1,45837,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,40,373,0.00813753081571656,2,338
Master,0,35791,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,49,35,0.0009778994719342852,3,419
PhD,1,162397,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,38,107,0.0006588791664870657,2,391
Graduation,0,54162,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,36,42,0.000775451423507256,2,468
Master,1,30522,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,54,326,0.010680820391848502,1,681
PhD,1,54456,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,53,404,0.007418833553694726,1,353
Graduation,0,31632,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,43,95,0.0030032878098128477,0,350
Graduation,0,72298,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,65,939,0.012987911145536529,0,111
2n Cycle,0,36975,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,36,33,0.0008924949290060852,1,183
2n Cycle,1,72635,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,59,981,0.013505885592345288,0,391
Graduation,1,13624,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,38,36,0.0026423957721667646,1,525
Graduation,0,84196,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,39,1237,0.014691909354363628,1,391
Graduation,1,70971,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,54,1825,0.025714728551098336,1,646
PhD,0,34487,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,37,103,0.0029866326441847653,2,661
Graduation,0,28769,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,37,191,0.006639090687893218,1,558
PhD,1,69084,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,44,1586,0.022957558913786116,1,222
PhD,1,65488,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,56,963,0.01470498411922795,0,16
2n Cycle,1,62466,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,44,889,0.01423174206768482,1,165
2n Cycle,0,32218,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,54,93,0.002886585138742318,0,134
Graduation,0,83917,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,41,1587,0.018911543548982925,0,437
Graduation,0,46102,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,52,16,0.0003470565268318077,3,111
Graduation,0,84574,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,62,1375,0.01625795161633599,0,390
Graduation,1,56181,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,52,393,0.006995247503604422,1,537
Master,0,63120,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,64,1477,0.023399873257287707,1,639
Graduation,1,73691,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,43,1179,0.015999240070022118,1,235
Graduation,1,63381,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,54,1005,0.015856486959814457,1,632
PhD,1,76140,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,66,1348,0.017704229051746782,0,47
PhD,0,62859,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,55,1307,0.02079256749232409,1,546
Graduation,0,45906,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,50,486,0.010586851391974905,1,418
Master,1,77632,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,67,2252,0.029008656224237428,0,476
PhD,1,46463,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,43,235,0.0050577879172675035,2,315
Graduation,1,105471,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,44,1724,0.01634572536526628,0,524
Master,0,55282,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,44,235,0.004250931587135053,1,198
Master,1,78710,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,37,1092,0.013873713632321179,1,37
Graduation,1,66886,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,56,599,0.008955536285620309,1,286
Master,0,98777,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,54,2008,0.020328619010498396,0,132
Graduation,1,29103,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,29,48,0.0016493145036594165,1,671
Graduation,1,67445,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,40,1174,0.01740677589146712,1,686
PhD,1,50616,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,64,67,0.0013236921131657973,1,77
Graduation,0,49431,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,59,365,0.0073840302644089745,1,695
Graduation,0,153924,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,39,6,3.898027598035394e-05,0,142
Graduation,1,61278,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,61,165,0.0026926466268481345,1,176
2n Cycle,1,26490,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,56,210,0.007927519818799546,0,645
PhD,1,73059,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,67,1095,0.014987886502689608,1,302
PhD,0,46734,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,48,223,0.004771686566525442,3,251
Graduation,1,56253,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,51,597,0.010612767319076316,1,569
Graduation,1,19986,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,29,22,0.0011007705393775644,1,227
Graduation,0,58330,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,39,1064,0.018241042345276872,1,186
Basic,1,25965,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,34,74,0.00284999037165415,0,660
Master,1,14661,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,58,26,0.0017734124548120865,0,544
Graduation,1,18690,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,55,60,0.0032102728731942215,0,548
PhD,1,45068,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,40,20,0.0004437738528445904,1,409
Basic,0,21063,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,27,59,0.0028011204481792717,1,277
PhD,1,29187,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,46,34,0.0011649021824785006,1,416
2n Cycle,1,54690,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,43,198,0.0036204059243006032,2,234
PhD,1,59304,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,50,1048,0.017671657898286793,1,335
Master,0,59247,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,52,574,0.009688254257599541,2,233
Graduation,0,66731,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,44,1029,0.01542011958460086,1,655
Graduation,1,77353,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,34,670,0.008661590371414167,1,195
PhD,0,52614,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,39,990,0.01881628463906945,1,575
Graduation,1,26751,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,40,11,0.0004111995813240627,2,38
PhD,1,81300,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,51,1241,0.015264452644526446,1,607
Graduation,0,70337,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,35,576,0.008189146537384307,0,178
2n Cycle,1,36145,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,29,172,0.004758611149536589,1,378
PhD,0,65295,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,34,664,0.010169231947316027,0,188
Graduation,0,68118,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,51,928,0.013623418186088846,1,254
Graduation,0,68743,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,47,2074,0.030170344616906448,0,668
2n Cycle,1,41039,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,32,467,0.011379419576500401,0,339
Graduation,1,38946,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,59,257,0.006598880501206799,1,248
Graduation,1,65777,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,47,1146,0.017422503306626938,0,192
PhD,0,66476,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,38,689,0.01036464287863289,1,479
PhD,0,86857,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,42,2114,0.024338855820486546,0,655
PhD,1,160803,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,32,1717,0.010677661486415054,0,694
PhD,1,77845,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,25,1346,0.017290770120110478,0,44
PhD,1,69476,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,45,1044,0.015026771834878232,0,272
PhD,0,50611,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,54,493,0.009740965402778053,1,633
Graduation,0,61209,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,44,957,0.015634955643777877,0,308
Master,1,42315,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,56,270,0.006380716058135413,1,352
Basic,1,13084,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,62,29,0.0022164475695505962,0,239
Master,0,47570,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,65,121,0.002543619928526382,2,396
Master,1,61923,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,53,126,0.0020347851363790516,2,338
Graduation,0,34824,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,19,23,0.000660464047783138,0,95
PhD,0,26518,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,65,57,0.00214948336978656,2,447
Graduation,0,45938,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,53,636,0.013844747268056946,0,238
Graduation,1,78468,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,54,1004,0.012795024723454148,0,81
Graduation,0,78901,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,41,734,0.009302797176208159,1,285
Graduation,1,71427,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,36,614,0.008596189116160556,2,109
Graduation,0,71022,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,36,1453,0.020458449494522826,1,138
Master,0,90247,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,26,1621,0.017961815905237846,0,61
Master,0,41335,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,46,187,0.0045240111285835246,1,185
Graduation,1,71952,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,28,1443,0.020055036691127417,1,535
PhD,0,35682,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,44,57,0.001597444089456869,1,2
Graduation,0,43185,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,63,637,0.014750492069005442,1,445
PhD,1,66375,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,66,948,0.014282485875706215,1,220
Master,1,35178,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,43,59,0.0016771846040138723,1,535
Graduation,1,25252,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,28,18,0.0007128148265483922,1,352
Master,0,55250,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,49,903,0.016343891402714934,1,616
Graduation,0,33249,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,39,112,0.003368522361574784,1,494
Graduation,1,58398,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,61,596,0.010205828966745437,0,411
Graduation,1,50272,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,32,233,0.004634786760025461,1,326
PhD,1,76618,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,39,1511,0.0197212143360568,0,569
2n Cycle,0,87305,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,54,1152,0.013195120554378329,0,644
Graduation,1,25851,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,36,48,0.0018567947081350818,1,503
Graduation,0,58710,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,44,1185,0.0201839550332141,1,455
Graduation,0,45160,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,56,21,0.0004650132860938884,2,92
Master,1,74806,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,49,965,0.012900034756570328,1,557
Graduation,1,59111,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,60,869,0.014701155453299725,0,423
PhD,1,18988,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,30,16,0.0008426374552348852,1,37
Graduation,1,72190,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,49,1947,0.026970494528328025,0,501
Graduation,1,7500,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,38,71,0.009466666666666667,1,697
Graduation,1,44794,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,48,65,0.0014510871991784615,1,21
Graduation,1,80395,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,59,1380,0.017165246594937497,0,218
Master,0,75012,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,38,1027,0.013691142750493254,0,155
Master,1,56962,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,49,411,0.007215336540149574,3,261
Graduation,1,89891,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,23,836,0.009300152406803796,0,440
PhD,0,35946,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,65,11,0.00030601457742168806,2,275
PhD,1,53593,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,61,480,0.008956393558860298,2,691
Graduation,1,66373,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,36,606,0.009130218612990222,2,382
PhD,0,45072,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,66,284,0.0063010294639687615,3,256
Graduation,0,89694,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,41,1472,0.01641135415969853,2,263
Graduation,1,72025,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,65,1677,0.023283582089552238,0,61
Graduation,1,67432,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,41,1335,0.0197977221497212,1,457
Master,1,70545,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,62,334,0.004734566588702247,1,26
Basic,1,17487,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,25,18,0.001029336078229542,1,468
Graduation,1,62882,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,45,1338,0.021277949174644574,1,689
PhD,0,64108,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,61,1099,0.017142946278155612,1,463
Master,1,34941,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,58,97,0.00277610829684325,2,480
PhD,0,48767,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,64,63,0.0012918571985153894,3,179
2n Cycle,1,38702,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,36,109,0.0028163919177303497,1,332
Graduation,1,82224,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,50,902,0.01097003308036583,0,155
Graduation,1,83844,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,62,1574,0.018772959305376653,0,413
2n Cycle,1,17003,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,39,38,0.002234899723578192,1,202
Graduation,0,71163,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,19,960,0.01349015640150078,0,112
Graduation,0,33697,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,44,28,0.0008309345045553017,1,287
