Education,Has_Partner,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Spent,Spending_Ratio,Children_Home,Customer_Tenure_Days,Family_Size,Income_per_Capita,Spend_per_Capita,Dependency_Ratio,Wines_Share,Fruits_Share,Meat_Share,Fish_Share,Sweets_Share,Gold_Share,Num_Categories_Active,Category_Concentration,Premium_Tilt,Total_Purchases,Avg_Spend_per_Purchase,Web_Share,Catalog_Share,Store_Share,Deals_Share,Past_Accepted,Ever_Accepted_Past,Campaign_Accept_Rate,Tenure_Months,Frequency_pm,Monetary,log_Monetary,Recency_Bin,R_score,F_score,M_score,RFM_Total,log_Income,log_Total_Spent,Income_x_HasPartner,Age_x_WebShare,Age_Bin,Income_q
Graduation,1,41443,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,37,482,0.0116304321598339,1,89,3,13814.333333333334,160.66666666666666,0.3333333333333333,0.35477178423236516,0.014522821576763486,0.35477178423236516,0.05186721991701245,0.03941908713692946,0.18464730290456433,6,0.29027564952394075,0.5394190871369294,14,34.42857142857143,0.5714285714285714,0.07142857142857142,0.35714285714285715,0.42857142857142855,0,0,0.0,3.0,4.666666666666667,482,6.180016653652572,31-90 (Warm),2.0,5.0,3.0,10.0,10.632098397371642,6.180016653652572,41443,21.142857142857142,30-44,1
2n Cycle,0,52195,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,36,17,0.0003257016955647,3,48,4,13048.75,4.25,0.75,0.7058823529411765,0.0,0.23529411764705882,0.0,0.0,0.058823529411764705,3,0.5570934256055364,0.7647058823529411,3,5.666666666666667,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0,0,0.0,2.0,1.5,17,2.8903717578961645,0-30 (Hot),5.0,4.0,1.0,10.0,10.862761142582137,2.8903717578961645,0,12.0,30-44,2
Master,1,83790,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,66,1615,0.0192743764172335,0,226,2,41895.0,807.5,0.0,0.6662538699690402,0.009907120743034056,0.2582043343653251,0.026006191950464396,0.029721362229102165,0.009907120743034056,6,0.5123196810091155,0.6761609907120743,24,67.29166666666667,0.3333333333333333,0.4166666666666667,0.25,0.041666666666666664,2,1,0.4,8.0,3.0,1615,7.38770923908104,31-90 (Warm),1.0,5.0,5.0,11.0,11.336080882134516,7.38770923908104,83790,22.0,60+,4
Master,0,44551,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,60,285,0.0063971628021817,1,302,2,22275.5,142.5,0.5,0.6385964912280702,0.014035087719298246,0.11578947368421053,0.0,0.0,0.23157894736842105,4,0.47503847337642346,0.8701754385964913,10,28.5,0.4,0.1,0.5,0.2,0,0,0.0,10.0,1.0,285,5.655991810819852,0-30 (Hot),4.0,3.0,3.0,10.0,10.704412325269505,5.655991810819852,0,24.0,60+,2
Graduation,1,69508,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,34,1135,0.0163290556482707,1,592,3,23169.333333333332,378.3333333333333,0.3333333333333333,0.7259911894273128,0.028193832599118944,0.14273127753303966,0.03700440528634361,0.028193832599118944,0.03788546255506608,6,0.5518298433891594,0.7638766519823789,26,43.65384615384615,0.4230769230769231,0.15384615384615385,0.4230769230769231,0.07692307692307693,0,0,0.0,20.0,1.3,1135,7.035268599281097,31-90 (Warm),3.0,4.0,4.0,11.0,11.149211519571827,7.035268599281097,69508,14.384615384615385,30-44,3
2n Cycle,1,45204,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,26,114,0.0025219007167507,1,79,3,15068.0,38.0,0.3333333333333333,0.2631578947368421,0.09649122807017543,0.21929824561403508,0.2543859649122807,0.008771929824561403,0.15789473684210525,6,0.21637426900584794,0.42105263157894735,6,19.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0,0,0.0,3.0,2.0,114,4.74493212836325,>90 (Cold),1.0,4.0,2.0,7.0,10.718962979171467,4.74493212836325,45204,4.333333333333333,18-29,2
Graduation,1,72460,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,45,1047,0.014449351366271,0,227,2,36230.0,523.5,0.0,0.3600764087870105,0.009551098376313277,0.5157593123209169,0.07640878701050621,0.02865329512893983,0.009551098376313277,6,0.40250444942524644,0.36962750716332377,15,69.8,0.2,0.3333333333333333,0.4666666666666667,0.06666666666666667,0,0,0.0,8.0,1.875,1047,6.954638864880987,31-90 (Warm),3.0,4.0,4.0,11.0,11.190803765071477,6.954638864880987,72460,9.0,45-59,4
PhD,1,77622,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,44,714,0.0091984231274638,2,76,4,19405.5,178.5,0.5,0.7282913165266106,0.00980392156862745,0.21568627450980393,0.02661064425770308,0.0,0.0196078431372549,5,0.5781175215184113,0.7478991596638656,20,35.7,0.3,0.15,0.55,0.1,0,0,0.0,3.0,6.666666666666667,714,6.5722825426940075,0-30 (Hot),5.0,5.0,4.0,14.0,11.25961905400853,6.5722825426940075,77622,13.2,30-44,4
PhD,1,30732,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,34,185,0.0060197839385656,1,540,3,10244.0,61.666666666666664,0.3333333333333333,0.8378378378378378,0.005405405405405406,0.13513513513513514,0.0,0.005405405405405406,0.016216216216216217,5,0.7205551497443388,0.8540540540540541,9,20.555555555555557,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.4444444444444444,0,0,0.0,18.0,0.5,185,5.225746673713202,31-90 (Warm),3.0,2.0,2.0,7.0,10.333092274830772,5.225746673713202,30732,15.11111111111111,30-44,0
Graduation,0,63887,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,52,1245,0.019487532674879,1,659,2,31943.5,622.5,0.5,0.7204819277108434,0.018473895582329317,0.16626506024096385,0.012048192771084338,0.008835341365461847,0.07389558232931727,6,0.5527633425267335,0.7943775100401607,27,46.111111111111114,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.18518518518518517,0,0,0.0,22.0,1.2272727272727273,1245,7.1276936993473985,31-90 (Warm),4.0,3.0,5.0,12.0,11.064886829303003,7.1276936993473985,0,17.333333333333332,45-59,3
Graduation,1,42011,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,36,189,0.004498821737164,1,460,3,14003.666666666666,63.0,0.3333333333333333,0.6931216931216931,0.0,0.08465608465608465,0.010582010582010581,0.005291005291005291,0.20634920634920634,5,0.5303043027910753,0.8994708994708994,8,23.625,0.375,0.125,0.5,0.5,0,0,0.0,15.0,0.5333333333333333,189,5.247024072160486,31-90 (Warm),3.0,2.0,2.0,7.0,10.645710570742667,5.247024072160486,42011,13.5,30-44,1
Graduation,1,51369,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,38,576,0.0112129883782047,1,612,3,17123.0,192.0,0.3333333333333333,0.515625,0.012152777777777778,0.1371527777777778,0.0,0.019097222222222224,0.3159722222222222,5,0.38503086419753085,0.8315972222222222,14,41.142857142857146,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.14285714285714285,0,0,0.0,20.0,0.7,576,6.3578422665081,31-90 (Warm),1.0,2.0,3.0,6.0,10.846809623461313,6.3578422665081,51369,21.71428571428571,30-44,2
Graduation,0,51537,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,62,1103,0.021402099462522,1,567,2,25768.5,551.5,0.5,0.71350861287398,0.01813236627379873,0.18495013599274707,0.0,0.0,0.08340888485947416,4,0.550586918229275,0.7969174977334542,15,73.53333333333333,0.13333333333333333,0.13333333333333333,0.7333333333333333,0.2,0,0,0.0,19.0,0.7894736842105263,1103,7.00669522683704,0-30 (Hot),4.0,2.0,4.0,10.0,10.850074678641633,7.00669522683704,0,8.266666666666666,60+,2
PhD,1,79930,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,42,1753,0.0219316902289503,0,690,2,39965.0,876.5,0.0,0.4517969195664575,0.04905875641756988,0.42213348545350826,0.03822019395322305,0.029092983456930975,0.009697661152310326,6,0.3871251271961781,0.4614945807187678,16,109.5625,0.1875,0.3125,0.5,0.0625,0,0,0.0,23.0,0.6956521739130435,1753,7.469654172932128,31-90 (Warm),2.0,2.0,5.0,9.0,11.288919041488882,7.469654172932128,79930,7.875,30-44,4
PhD,1,34320,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,28,17,0.0004953379953379,1,133,3,11440.0,5.666666666666667,0.3333333333333333,0.23529411764705882,0.058823529411764705,0.5294117647058824,0.17647058823529413,0.0,0.0,4,0.370242214532872,0.23529411764705882,3,5.666666666666667,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0,0,0.0,4.0,0.75,17,2.8903717578961645,31-90 (Warm),2.0,2.0,1.0,5.0,10.443512690706546,2.8903717578961645,34320,9.333333333333332,18-29,1
Graduation,0,37070,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,48,433,0.0116806042622066,2,466,3,12356.666666666666,144.33333333333334,0.6666666666666666,0.5334872979214781,0.016166281755196306,0.3163972286374134,0.009237875288683603,0.03464203233256351,0.09006928406466513,6,0.39437513667468493,0.6235565819861432,14,30.928571428571427,0.35714285714285715,0.07142857142857142,0.5714285714285714,0.6428571428571429,0,0,0.0,16.0,0.875,433,6.073044534100405,0-30 (Hot),4.0,3.0,3.0,10.0,10.520590271772301,6.073044534100405,0,17.142857142857142,45-59,1
2n Cycle,0,81975,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,52,1588,0.0193717596828301,1,540,2,40987.5,794.0,0.5,0.6190176322418136,0.04785894206549118,0.11586901763224182,0.11335012594458438,0.08690176322418136,0.01700251889168766,6,0.4195881897607371,0.6360201511335013,13,122.15384615384616,0.46153846153846156,0.23076923076923078,0.3076923076923077,0.07692307692307693,1,1,0.2,18.0,0.7222222222222222,1588,7.370860166536716,0-30 (Hot),5.0,2.0,5.0,12.0,11.314181800479554,7.370860166536716,0,24.0,45-59,4
Graduation,1,38590,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,43,22,0.0005700958797615,1,410,3,12863.333333333334,7.333333333333333,0.3333333333333333,0.13636363636363635,0.045454545454545456,0.36363636363636365,0.18181818181818182,0.13636363636363635,0.13636363636363635,6,0.22314049586776857,0.2727272727272727,3,7.333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0,0,0.0,14.0,0.21428571428571427,22,3.1354942159291497,31-90 (Warm),2.0,1.0,1.0,4.0,10.560774367644997,3.1354942159291497,38590,14.333333333333332,30-44,1
Graduation,0,15033,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,63,19,0.0012638861172088,0,74,1,15033.0,19.0,0.0,0.0,0.21052631578947367,0.2631578947368421,0.3157894736842105,0.0,0.21052631578947367,4,0.25761772853185594,0.21052631578947367,4,4.75,0.25,0.0,0.75,0.25,0,0,0.0,2.0,2.0,19,2.995732273553991,31-90 (Warm),4.0,4.0,1.0,9.0,9.618069581737414,2.995732273553991,0,15.75,60+,0
PhD,1,62745,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,49,1117,0.0178022153159614,1,463,3,20915.0,372.3333333333333,0.3333333333333333,0.5031333930170099,0.018800358102059087,0.41539838854073413,0.025067144136078783,0.008952551477170993,0.02864816472694718,6,0.42758171307112597,0.5317815577439571,26,42.96153846153846,0.2692307692307692,0.3076923076923077,0.4230769230769231,0.11538461538461539,0,0,0.0,15.0,1.7333333333333334,1117,7.0192966537150445,31-90 (Warm),1.0,4.0,4.0,9.0,11.04685010994231,7.0192966537150445,62745,13.192307692307692,45-59,3
2n Cycle,1,22212,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,39,69,0.0031064289573203,1,202,3,7404.0,23.0,0.3333333333333333,0.07246376811594203,0.13043478260869565,0.2898550724637681,0.08695652173913043,0.11594202898550725,0.30434782608695654,6,0.21991178323881538,0.37681159420289856,6,11.5,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0,0,0.0,7.0,0.8571428571428571,69,4.248495242049359,31-90 (Warm),3.0,2.0,2.0,7.0,10.008432982057622,4.248495242049359,22212,13.0,30-44,0
Master,1,23661,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,32,23,0.00097206373357,1,207,3,7887.0,7.666666666666667,0.3333333333333333,0.782608695652174,0.0,0.17391304347826086,0.0,0.0,0.043478260869565216,3,0.6446124763705104,0.8260869565217391,4,5.75,0.25,0.0,0.75,0.25,0,0,0.0,7.0,0.5714285714285714,23,3.1780538303479458,31-90 (Warm),3.0,2.0,1.0,6.0,10.071625664813608,3.1780538303479458,23661,8.0,30-44,0
PhD,0,79761,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,56,605,0.0075851606674941,1,268,2,39880.5,302.5,0.5,0.6859504132231405,0.008264462809917356,0.2049586776859504,0.024793388429752067,0.05785123966942149,0.01818181818181818,6,0.5168963868588211,0.7041322314049587,18,33.611111111111114,0.2777777777777778,0.1111111111111111,0.6111111111111112,0.05555555555555555,0,0,0.0,9.0,2.0,605,6.406879986069314,31-90 (Warm),4.0,4.0,3.0,11.0,11.286802479547019,6.406879986069314,0,15.555555555555557,45-59,4
Graduation,0,7500,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,41,57,0.0076,1,185,2,3750.0,28.5,0.5,0.08771929824561403,0.05263157894736842,0.17543859649122806,0.21052631578947367,0.12280701754385964,0.3508771929824561,6,0.2237611572791628,0.43859649122807015,7,8.142857142857142,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.5714285714285714,0,0,0.0,6.0,1.1666666666666667,57,4.060443010546419,31-90 (Warm),3.0,3.0,2.0,8.0,8.922791623969637,4.060443010546419,0,17.57142857142857,30-44,0
2n Cycle,0,60182,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,0,121,22,0.0003655578079824,1,43,2,30091.0,11.0,0.5,0.36363636363636365,0.0,0.22727272727272727,0.3181818181818182,0.0,0.09090909090909091,4,0.29338842975206614,0.45454545454545453,3,7.333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0,0,0.0,1.0,3.0,22,3.1354942159291497,0-30 (Hot),4.0,5.0,1.0,10.0,11.005145199390197,3.1354942159291497,0,40.33333333333333,60+,3
Graduation,0,73455,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,46,2088,0.0284255666734735,0,244,1,73455.0,2088.0,0.0,0.4315134099616858,0.02921455938697318,0.3625478927203065,0.08908045977011494,0.07806513409961686,0.009578544061302681,6,0.33261952995405236,0.4410919540229885,21,99.42857142857143,0.2857142857142857,0.23809523809523808,0.47619047619047616,0.047619047619047616,1,1,0.2,8.0,2.625,2088,7.644440761556566,>90 (Cold),1.0,5.0,5.0,11.0,11.204441866489002,7.644440761556566,0,13.142857142857142,45-59,4
Graduation,1,64961,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,56,1009,0.0155323963608934,1,553,3,21653.666666666668,336.3333333333333,0.3333333333333333,0.3785926660059465,0.11298315163528246,0.27353815659068387,0.07433102081268583,0.12289395441030723,0.03766105054509415,6,0.2529671018317796,0.41625371655104065,14,72.07142857142857,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.14285714285714285,0,0,0.0,18.0,0.7777777777777778,1009,6.917705609835305,>90 (Cold),1.0,2.0,4.0,7.0,11.081557762538953,6.917705609835305,64961,24.0,45-59,3
Graduation,0,22804,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,43,26,0.0011401508507279,1,333,2,11402.0,13.0,0.5,0.5384615384615384,0.038461538461538464,0.2692307692307692,0.07692307692307693,0.038461538461538464,0.038461538461538464,6,0.37278106508875736,0.5769230769230769,4,6.5,0.5,0.0,0.5,0.25,0,0,0.0,11.0,0.36363636363636365,26,3.295836866004329,31-90 (Warm),2.0,1.0,1.0,4.0,10.034735089145801,3.295836866004329,0,21.5,30-44,0
Graduation,1,73687,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,24,1627,0.0220798784046032,0,213,2,36843.5,813.5,0.0,0.3435771358328211,0.0940381069452981,0.3091579594345421,0.13398893669330056,0.007990165949600492,0.11124769514443761,6,0.2528599852897233,0.45482483097725873,21,77.47619047619048,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.047619047619047616,1,1,0.2,7.0,3.0,1627,7.395107546562485,0-30 (Hot),5.0,5.0,5.0,15.0,11.207595242668072,7.395107546562485,73687,3.4285714285714284,18-29,4
Graduation,1,61074,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,56,1102,0.0180436847103513,1,681,3,20358.0,367.3333333333333,0.3333333333333333,0.7159709618874773,0.0,0.1206896551724138,0.0,0.025408348457350273,0.13793103448275862,4,0.5468509655765298,0.8539019963702359,24,45.916666666666664,0.4583333333333333,0.20833333333333334,0.3333333333333333,0.2916666666666667,0,0,0.0,23.0,1.0434782608695652,1102,7.005789019253503,31-90 (Warm),4.0,3.0,4.0,11.0,11.019857896125941,7.005789019253503,61074,25.666666666666664,45-59,3
PhD,1,31686,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,50,17,0.0005365145490121,2,24,4,7921.5,4.25,0.5,0.6470588235294118,0.0,0.29411764705882354,0.0,0.0,0.058823529411764705,3,0.508650519031142,0.7058823529411765,4,4.25,0.25,0.0,0.75,0.5,0,0,0.0,1.0,4.0,17,2.8903717578961645,31-90 (Warm),4.0,5.0,1.0,10.0,10.363661781116345,2.8903717578961645,31686,12.5,45-59,0
Graduation,1,80134,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,42,1690,0.0210896747947188,1,405,3,26711.333333333332,563.3333333333334,0.3333333333333333,0.7207100591715976,0.009467455621301775,0.16094674556213018,0.06153846153846154,0.0,0.047337278106508875,5,0.5514442771611637,0.7680473372781065,14,120.71428571428571,0.35714285714285715,0.21428571428571427,0.42857142857142855,0.14285714285714285,3,1,0.6,14.0,1.0,1690,7.43307534889858,31-90 (Warm),3.0,3.0,5.0,11.0,11.291467991427675,7.43307534889858,80134,15.0,30-44,4
Graduation,1,75027,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,61,1390,0.0185266637343889,1,536,3,25009.0,463.3333333333333,0.3333333333333333,0.6654676258992805,0.0460431654676259,0.12877697841726618,0.09568345323741007,0.008633093525179856,0.05539568345323741,6,0.47384917964908646,0.720863309352518,19,73.15789473684211,0.47368421052631576,0.21052631578947367,0.3157894736842105,0.10526315789473684,0,0,0.0,18.0,1.0555555555555556,1390,7.237778191923443,31-90 (Warm),2.0,3.0,5.0,10.0,11.225616656180232,7.237778191923443,75027,28.89473684210526,60+,4
PhD,1,67546,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,26,2126,0.0314748467710893,0,667,2,33773.0,1063.0,0.0,0.4063969896519285,0.06302916274694262,0.36124176857949203,0.07055503292568203,0.017873941674506115,0.08090310442144873,6,0.3114696066883251,0.4873000940733772,19,111.89473684210526,0.21052631578947367,0.5263157894736842,0.2631578947368421,0.05263157894736842,0,0,0.0,22.0,0.8636363636363636,2126,7.6624678152002375,31-90 (Warm),1.0,2.0,5.0,8.0,11.120578930855121,7.6624678152002375,67546,5.473684210526315,18-29,3
Master,1,65176,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,45,1531,0.0234902418068,1,608,3,21725.333333333332,510.3333333333333,0.3333333333333333,0.6270411495754409,0.018288700195950358,0.11952971913781842,0.14369693011103854,0.045721750489875895,0.045721750489875895,6,0.43263219823196725,0.6727629000653168,21,72.9047619047619,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.19047619047619047,0,0,0.0,20.0,1.05,1531,7.3343293503005365,31-90 (Warm),3.0,3.0,5.0,11.0,11.084861924943842,7.3343293503005365,65176,19.285714285714285,45-59,3
Master,0,31160,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,39,64,0.0020539152759948,1,286,2,15580.0,32.0,0.5,0.25,0.046875,0.390625,0.09375,0.015625,0.203125,6,0.267578125,0.453125,5,12.8,0.4,0.0,0.6,0.4,0,0,0.0,10.0,0.5,64,4.174387269895637,31-90 (Warm),2.0,2.0,2.0,6.0,10.346922591895922,4.174387269895637,0,15.600000000000001,30-44,0
Graduation,0,29938,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,29,26,0.0008684614870732,1,245,2,14969.0,13.0,0.5,0.11538461538461539,0.11538461538461539,0.2692307692307692,0.0,0.07692307692307693,0.4230769230769231,5,0.28402366863905326,0.5384615384615384,4,6.5,0.25,0.0,0.75,0.5,0,0,0.0,8.0,0.5,26,3.295836866004329,31-90 (Warm),3.0,2.0,1.0,6.0,10.306917257282223,3.295836866004329,0,7.25,18-29,0
Graduation,0,102692,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,40,1112,0.01082849686441,0,450,1,102692.0,1112.0,0.0,0.1510791366906475,0.13309352517985612,0.39928057553956836,0.02877697841726619,0.15467625899280577,0.13309352517985612,6,0.2424305160188396,0.2841726618705036,28,39.714285714285715,0.21428571428571427,0.32142857142857145,0.4642857142857143,0.03571428571428571,4,1,0.8,15.0,1.8666666666666667,1112,7.014814351275545,0-30 (Hot),5.0,4.0,4.0,13.0,11.539499233905259,7.014814351275545,0,8.571428571428571,30-44,4
2n Cycle,1,26490,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,56,210,0.0079275198187995,0,645,2,13245.0,105.0,0.0,0.21428571428571427,0.22380952380952382,0.24761904761904763,0.1,0.09523809523809523,0.11904761904761904,6,0.1905668934240363,0.3333333333333333,9,23.333333333333332,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.2222222222222222,0,0,0.0,22.0,0.4090909090909091,210,5.351858133476067,>90 (Cold),1.0,1.0,3.0,5.0,10.184560331647974,5.351858133476067,26490,18.666666666666664,45-59,0
Graduation,1,75702,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,47,1148,0.0151647248421441,2,669,4,18925.5,287.0,0.5,0.5662020905923345,0.024390243902439025,0.3074912891986063,0.039198606271777,0.036585365853658534,0.02613240418118467,6,0.4192885065983562,0.5923344947735192,21,54.666666666666664,0.19047619047619047,0.2857142857142857,0.5238095238095238,0.23809523809523808,0,0,0.0,22.0,0.9545454545454546,1148,7.046647277848756,31-90 (Warm),2.0,3.0,4.0,9.0,11.234573068759179,7.046647277848756,75702,8.952380952380953,45-59,4
PhD,0,30899,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,40,33,0.001067995728017,1,624,2,15449.5,16.5,0.5,0.7272727272727273,0.0,0.24242424242424243,0.0,0.0,0.030303030303030304,3,0.588613406795225,0.7575757575757576,4,8.25,0.25,0.0,0.75,0.5,0,0,0.0,21.0,0.19047619047619047,33,3.5263605246161616,31-90 (Warm),4.0,1.0,1.0,6.0,10.338511462885837,3.5263605246161616,0,10.0,30-44,0
PhD,1,63342,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,53,1101,0.017381831959837,1,621,3,21114.0,367.0,0.3333333333333333,0.8337874659400545,0.01907356948228883,0.10717529518619437,0.011807447774750226,0.009082652134423252,0.01907356948228883,6,0.7076375947553251,0.8528610354223434,16,68.8125,0.5,0.1875,0.3125,0.1875,1,1,0.2,21.0,0.7619047619047619,1101,7.004881989712859,31-90 (Warm),3.0,2.0,4.0,9.0,11.056319682406446,7.004881989712859,63342,26.5,45-59,3
Graduation,0,45989,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,50,322,0.0070016743134227,1,615,2,22994.5,161.0,0.5,0.42857142857142855,0.10248447204968944,0.2701863354037267,0.08695652173913043,0.07453416149068323,0.037267080745341616,6,0.2816828054473207,0.4658385093167702,12,26.833333333333332,0.25,0.16666666666666666,0.5833333333333334,0.3333333333333333,0,0,0.0,20.0,0.6,322,5.777652323222656,>90 (Cold),1.0,2.0,3.0,6.0,10.73617926053397,5.777652323222656,0,12.5,45-59,2
Graduation,0,18701,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,50,44,0.0023528153574675,2,390,3,6233.666666666667,14.666666666666666,0.6666666666666666,0.2727272727272727,0.09090909090909091,0.045454545454545456,0.22727272727272727,0.13636363636363635,0.22727272727272727,6,0.20661157024793386,0.5,6,7.333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0,0,0.0,13.0,0.46153846153846156,44,3.8066624897703196,>90 (Cold),1.0,1.0,1.0,3.0,9.836385748995392,3.8066624897703196,0,16.666666666666664,45-59,0
PhD,0,40737,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,57,17,0.000417311044014,3,203,4,10184.25,4.25,0.75,0.6470588235294118,0.0,0.23529411764705882,0.0,0.0,0.11764705882352941,3,0.4878892733564014,0.7647058823529411,3,5.666666666666667,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0,0,0.0,7.0,0.42857142857142855,17,2.8903717578961645,0-30 (Hot),4.0,1.0,1.0,6.0,10.614916596774085,2.8903717578961645,0,19.0,45-59,1
Graduation,0,15287,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,35,31,0.0020278668149407,1,627,2,7643.5,15.5,0.5,0.03225806451612903,0.06451612903225806,0.25806451612903225,0.12903225806451613,0.0967741935483871,0.41935483870967744,6,0.2736732570239334,0.45161290322580644,4,7.75,0.25,0.25,0.5,0.5,1,1,0.2,21.0,0.19047619047619047,31,3.4657359027997265,31-90 (Warm),2.0,1.0,1.0,4.0,9.634823485920109,3.4657359027997265,0,8.75,30-44,0
PhD,0,69674,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,46,845,0.0121279099807675,2,403,3,23224.666666666668,281.6666666666667,0.6666666666666666,0.6556213017751479,0.0485207100591716,0.25443786982248523,0.01301775147928994,0.0,0.028402366863905324,5,0.4979083365428381,0.6840236686390533,22,38.40909090909091,0.45454545454545453,0.09090909090909091,0.45454545454545453,0.13636363636363635,0,0,0.0,13.0,1.6923076923076923,845,6.740519359606223,31-90 (Warm),3.0,4.0,4.0,11.0,11.15159685235015,6.740519359606223,0,20.90909090909091,45-59,3
Master,1,44159,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,44,275,0.0062274960936615,1,12,3,14719.666666666666,91.66666666666667,0.3333333333333333,0.6072727272727273,0.007272727272727273,0.22545454545454546,0.08727272727272728,0.04727272727272727,0.025454545454545455,6,0.4301619834710744,0.6327272727272727,11,25.0,0.36363636363636365,0.09090909090909091,0.5454545454545454,0.36363636363636365,0,0,0.0,0.0,,275,5.62040086571715,31-90 (Warm),1.0,,3.0,4.0,10.695574680950976,5.62040086571715,44159,16.0,30-44,1
